transaction_id,cust_id,tran_date,prod_subcat_code,prod_cat_code,Qty,Rate,Tax,total_amt,Store_type
66989395597,272785,20-02-2014,10.0,3,2,474.0,99.54,1047.54,TeleShop
88853694830,268444,20-02-2014,4.0,4,-3,-80.0,25.2,-265.2,MBR
99581788104,267466,20-02-2014,3.0,2,1,96.0,10.08,106.08,Flagship store
28396777609,269101,19-02-2014,4.0,1,4,1386.0,582.12,6126.12,TeleShop
22391667321,270842,19-02-2014,1.0,2,5,723.0,379.575,3994.575,MBR
51075317246,274987,19-02-2014,10.0,6,5,374.0,196.35,2066.35,MBR
16199275450,275139,19-02-2014,4.0,2,1,173.0,18.165,191.165,MBR
22698449434,269136,19-02-2014,7.0,5,5,189.0,99.225,1044.225,TeleShop
13167171971,275149,19-02-2014,4.0,3,4,804.0,337.68,3553.68,MBR
32130400636,269772,19-02-2014,12.0,6,3,229.0,72.135,759.135,e-Shop
31384765864,267058,19-02-2014,3.0,2,1,793.0,83.265,876.265,e-Shop
85894118953,271817,19-02-2014,3.0,2,3,1401.0,441.315,4644.315,e-Shop
63407734630,271322,19-02-2014,3.0,2,5,1360.0,714.0,7514.0,Flagship store
90740728864,268229,19-02-2014,4.0,2,5,984.0,516.6,5436.6,TeleShop
82750983847,267544,19-02-2014,3.0,5,1,805.0,84.525,889.525,Flagship store
67328698675,268755,19-02-2014,3.0,2,1,1018.0,106.89,1124.89,Flagship store
80381707658,269407,19-02-2014,6.0,5,5,573.0,300.825,3165.825,e-Shop
78709566028,273023,19-02-2014,10.0,6,2,1052.0,220.92,2324.92,e-Shop
67079812295,271818,19-02-2014,10.0,3,2,1408.0,295.68,3111.68,MBR
72427583709,268129,19-02-2014,4.0,4,1,885.0,92.925,977.925,Flagship store
14259136777,274477,18-02-2014,10.0,3,1,1489.0,156.345,1645.345,TeleShop
7313351894,267568,18-02-2014,2.0,6,4,481.0,202.02,2126.02,Flagship store
37745642681,267098,18-02-2014,1.0,2,1,109.0,11.445,120.445,Flagship store
13861409908,271608,18-02-2014,1.0,2,2,1352.0,283.92,2987.92,MBR
58956348529,272484,18-02-2014,4.0,1,4,1443.0,606.06,6378.06,TeleShop
58886320392,268715,18-02-2014,10.0,6,2,768.0,161.28,1697.28,Flagship store
53081075361,273250,18-02-2014,11.0,6,5,1345.0,706.125,7431.125,Flagship store
10017543415,267097,18-02-2014,3.0,5,1,164.0,17.22,181.22,Flagship store
34065279733,274562,18-02-2014,6.0,5,2,280.0,58.8,618.8,e-Shop
58223423237,268138,18-02-2014,6.0,5,-3,-1398.0,440.37,-4634.37,e-Shop
74085729167,268492,18-02-2014,3.0,5,3,433.0,136.395,1435.395,e-Shop
74085729167,268492,18-02-2014,3.0,5,3,433.0,136.395,1435.395,e-Shop
83313344780,271288,18-02-2014,4.0,3,2,84.0,17.64,185.64,Flagship store
96923177403,270778,18-02-2014,11.0,6,5,1111.0,583.275,6138.275,MBR
78091789730,271030,18-02-2014,4.0,1,1,380.0,39.9,419.9,e-Shop
84466140532,274426,18-02-2014,6.0,5,5,423.0,222.075,2337.075,e-Shop
59232461135,269019,17-02-2014,4.0,2,2,479.0,100.59,1058.59,Flagship store
58223423237,268138,17-02-2014,6.0,5,3,1398.0,440.37,4634.37,e-Shop
60560888204,271250,17-02-2014,10.0,6,2,707.0,148.47,1562.47,Flagship store
22643667930,271489,17-02-2014,12.0,6,1,1225.0,128.625,1353.625,TeleShop
12161898302,274402,17-02-2014,1.0,2,-1,-891.0,93.555,-984.555,TeleShop
43561027610,270244,17-02-2014,8.0,3,1,728.0,76.44,804.44,e-Shop
40604748560,269387,17-02-2014,6.0,5,5,760.0,399.0,4199.0,Flagship store
8868056339,268145,17-02-2014,2.0,6,-2,-152.0,31.92,-335.92,e-Shop
78600072636,273067,17-02-2014,9.0,3,3,446.0,140.49,1478.49,TeleShop
79792372943,275108,17-02-2014,3.0,1,3,908.0,286.02,3010.02,MBR
94418788162,267559,17-02-2014,10.0,6,1,620.0,65.1,685.1,TeleShop
86635642295,271763,17-02-2014,12.0,6,5,562.0,295.05,3105.05,Flagship store
75980673312,270678,17-02-2014,7.0,5,4,1377.0,578.34,6086.34,TeleShop
88830495604,269018,17-02-2014,10.0,6,4,307.0,128.94,1356.94,MBR
19729968655,269162,16-02-2014,10.0,5,2,721.0,151.41,1593.41,e-Shop
8709975598,269867,16-02-2014,11.0,5,3,1243.0,391.545,4120.545,e-Shop
56483064719,270108,16-02-2014,4.0,3,2,1037.0,217.77,2291.77,e-Shop
55452156634,273734,16-02-2014,3.0,5,5,778.0,408.45,4298.45,e-Shop
22461440770,270294,16-02-2014,4.0,3,5,1060.0,556.5,5856.5,e-Shop
4067131912,274014,16-02-2014,3.0,5,4,332.0,139.44,1467.44,e-Shop
59201497276,273506,16-02-2014,12.0,6,3,537.0,169.155,1780.155,MBR
51750724947,273420,16-02-2014,6.0,5,2,791.0,166.11,1748.11,TeleShop
45848212352,268592,16-02-2014,1.0,2,3,1029.0,324.135,3411.135,TeleShop
79449440045,271561,16-02-2014,8.0,3,4,498.0,209.16,2201.16,e-Shop
83108241933,273896,16-02-2014,4.0,1,2,574.0,120.54,1268.54,e-Shop
84867095544,267360,16-02-2014,8.0,3,3,674.0,212.31,2234.31,e-Shop
92825360774,267072,16-02-2014,1.0,2,5,803.0,421.575,4436.575,e-Shop
76990911956,270148,16-02-2014,4.0,3,4,448.0,188.16,1980.16,Flagship store
93274880719,271509,16-02-2014,11.0,6,3,1363.0,429.345,4518.345,e-Shop
86612653865,274813,16-02-2014,2.0,6,3,1271.0,400.365,4213.365,e-Shop
10262222991,272069,15-02-2014,7.0,5,3,1462.0,460.53,4846.53,e-Shop
34544863855,269388,15-02-2014,11.0,6,2,922.0,193.62,2037.62,Flagship store
22781866776,271875,15-02-2014,2.0,6,4,428.0,179.76,1891.76,TeleShop
4449802598,271355,15-02-2014,12.0,6,4,999.0,419.58,4415.58,TeleShop
3530523263,272777,15-02-2014,10.0,6,2,582.0,122.22,1286.22,MBR
8433718881,271912,15-02-2014,11.0,6,2,1438.0,301.98,3177.98,MBR
21494029219,268052,15-02-2014,4.0,2,4,228.0,95.76,1007.76,e-Shop
21494029219,268052,15-02-2014,4.0,2,4,228.0,95.76,1007.76,e-Shop
50076728598,269014,15-02-2014,8.0,3,4,581.0,244.02,2568.02,e-Shop
35243275448,273075,15-02-2014,2.0,6,4,1168.0,490.56,5162.56,TeleShop
10942311291,271297,15-02-2014,3.0,1,2,756.0,158.76,1670.76,Flagship store
63352996926,272145,15-02-2014,5.0,3,4,1342.0,563.64,5931.64,Flagship store
73713102191,268867,15-02-2014,1.0,1,1,714.0,74.97,788.97,MBR
70043127245,271595,15-02-2014,8.0,3,1,1461.0,153.405,1614.405,TeleShop
85713951101,274609,15-02-2014,12.0,5,5,968.0,508.2,5348.2,TeleShop
82975337804,272529,15-02-2014,4.0,4,4,869.0,364.98,3840.98,Flagship store
84116465142,271368,15-02-2014,10.0,5,5,788.0,413.7,4353.7,MBR
62672834763,268855,14-02-2014,4.0,3,3,1363.0,429.345,4518.345,e-Shop
57134739558,270625,14-02-2014,1.0,1,5,595.0,312.375,3287.375,TeleShop
57112244235,268076,14-02-2014,10.0,3,4,167.0,70.14,738.14,Flagship store
6993051511,271658,14-02-2014,11.0,6,2,476.0,99.96,1051.96,e-Shop
28621201753,271310,14-02-2014,10.0,6,-4,-219.0,91.98,-967.98,e-Shop
2934877504,271859,14-02-2014,3.0,2,4,1274.0,535.08,5631.08,Flagship store
56835507985,271744,14-02-2014,6.0,5,4,378.0,158.76,1670.76,MBR
31183475305,273474,14-02-2014,9.0,3,2,706.0,148.26,1560.26,e-Shop
50177628799,273763,14-02-2014,4.0,2,3,803.0,252.945,2661.945,MBR
30489975482,274689,14-02-2014,10.0,3,4,1002.0,420.84,4428.84,MBR
85198716539,269275,14-02-2014,10.0,3,1,96.0,10.08,106.08,TeleShop
85284647047,271924,14-02-2014,2.0,6,2,367.0,77.07,811.07,Flagship store
92809340294,271061,14-02-2014,4.0,3,3,1004.0,316.26,3328.26,e-Shop
81262483026,268956,14-02-2014,9.0,3,4,700.0,294.0,3094.0,TeleShop
99503089534,274266,14-02-2014,8.0,3,1,1370.0,143.85,1513.85,Flagship store
88321457472,269907,14-02-2014,10.0,3,5,621.0,326.025,3431.025,e-Shop
75927432534,267500,14-02-2014,1.0,4,2,845.0,177.45,1867.45,e-Shop
70614782851,269140,14-02-2014,2.0,6,4,342.0,143.64,1511.64,TeleShop
64655688681,268136,14-02-2014,1.0,4,5,153.0,80.325,845.325,TeleShop
16952157158,271493,13-02-2014,4.0,4,2,1200.0,252.0,2652.0,e-Shop
7719443790,271312,13-02-2014,10.0,3,4,1135.0,476.7,5016.7,e-Shop
58500805392,267375,13-02-2014,4.0,4,3,85.0,26.775,281.775,TeleShop
6801834681,273174,13-02-2014,4.0,1,1,642.0,67.41,709.41,Flagship store
10655853079,267375,13-02-2014,6.0,5,4,1486.0,624.12,6568.12,TeleShop
21685086436,274152,13-02-2014,2.0,6,3,765.0,240.975,2535.975,Flagship store
36041524849,274408,13-02-2014,3.0,5,3,771.0,242.865,2555.865,Flagship store
58780907716,270071,13-02-2014,11.0,6,2,819.0,171.99,1809.99,MBR
35353613089,270207,13-02-2014,4.0,1,3,126.0,39.69,417.69,Flagship store
2737048693,270263,13-02-2014,4.0,2,4,1108.0,465.36,4897.36,e-Shop
84834490422,271596,13-02-2014,4.0,1,-4,-447.0,187.74,-1975.74,e-Shop
78324020330,273304,13-02-2014,11.0,6,3,765.0,240.975,2535.975,e-Shop
88853694830,268444,13-02-2014,4.0,4,3,80.0,25.2,265.2,MBR
87149439767,273848,13-02-2014,6.0,5,3,1288.0,405.72,4269.72,TeleShop
89646857855,273598,13-02-2014,11.0,6,4,755.0,317.1,3337.1,MBR
12323853707,273552,12-2-2014,12.0,6,4,510.0,214.2,2254.2,TeleShop
60596009595,274652,12-2-2014,12.0,5,4,183.0,76.86,808.86,MBR
17146707816,274897,12-2-2014,12.0,5,3,622.0,195.93,2061.93,MBR
36792372906,275246,12-2-2014,2.0,6,1,1185.0,124.425,1309.425,e-Shop
38821078489,267025,12-2-2014,10.0,6,4,933.0,391.86,4123.86,e-Shop
23525861068,268100,12-2-2014,1.0,2,3,1318.0,415.17,4369.17,TeleShop
15403541663,266794,12-2-2014,3.0,2,2,322.0,67.62,711.62,e-Shop
45649838090,273667,12-2-2014,11.0,6,1,1450.0,152.25,1602.25,e-Shop
33433865581,269772,12-2-2014,4.0,2,3,1035.0,326.025,3431.025,TeleShop
55245382907,270810,12-2-2014,4.0,3,2,979.0,205.59,2163.59,TeleShop
74023090711,271180,12-2-2014,8.0,3,3,271.0,85.365,898.365,Flagship store
76916560921,268720,12-2-2014,10.0,6,-4,-348.0,146.16,-1538.16,e-Shop
79536458466,271944,12-2-2014,1.0,1,2,996.0,209.16,2201.16,e-Shop
69329009642,273799,12-2-2014,9.0,3,1,357.0,37.485,394.485,TeleShop
89214951500,273322,12-2-2014,12.0,6,1,1166.0,122.43,1288.43,TeleShop
78753279494,269758,12-2-2014,10.0,5,3,952.0,299.88,3155.88,MBR
97409887219,267466,12-2-2014,4.0,4,1,78.0,8.19,86.19,e-Shop
65228973233,270009,12-2-2014,11.0,5,2,301.0,63.21,665.21,e-Shop
83661978186,274678,12-2-2014,10.0,3,2,325.0,68.25,718.25,e-Shop
50149714801,270330,11-2-2014,10.0,6,5,1453.0,762.825,8027.825,Flagship store
39874643292,267524,11-2-2014,4.0,2,3,834.0,262.71,2764.71,e-Shop
59774938687,272137,11-2-2014,12.0,6,-1,-541.0,56.805,-597.805,e-Shop
26982813520,274048,11-2-2014,12.0,5,2,1410.0,296.1,3116.1,MBR
16894888318,273946,11-2-2014,11.0,6,1,1238.0,129.99,1367.99,e-Shop
2663044947,268959,11-2-2014,4.0,1,5,1440.0,756.0,7956.0,e-Shop
34493454984,269413,11-2-2014,4.0,4,3,1236.0,389.34,4097.34,MBR
17363873507,274693,11-2-2014,2.0,6,2,647.0,135.87,1429.87,TeleShop
43134751727,268487,11-2-2014,3.0,2,1,611.0,64.155,675.155,e-Shop
48458724845,274880,11-2-2014,11.0,5,4,431.0,181.02,1905.02,Flagship store
18326377260,269601,11-2-2014,4.0,2,4,710.0,298.2,3138.2,Flagship store
19332389714,267634,11-2-2014,3.0,1,2,335.0,70.35,740.35,Flagship store
6707537285,269933,11-2-2014,4.0,2,2,1196.0,251.16,2643.16,TeleShop
32636903929,270875,11-2-2014,10.0,3,-2,-316.0,66.36,-698.36,e-Shop
44081602885,274345,11-2-2014,11.0,5,2,1437.0,301.77,3175.77,MBR
77013937426,274781,11-2-2014,5.0,3,1,588.0,61.74,649.74,TeleShop
74015278814,269847,11-2-2014,4.0,1,5,1406.0,738.15,7768.15,TeleShop
67749427752,272137,11-2-2014,3.0,1,3,214.0,67.41,709.41,Flagship store
63521826176,272561,11-2-2014,3.0,1,4,1101.0,462.42,4866.42,e-Shop
75365399021,274526,11-2-2014,10.0,5,4,1251.0,525.42,5529.42,Flagship store
19792156528,268098,10-2-2014,3.0,2,1,711.0,74.655,785.655,TeleShop
46596657080,270631,10-2-2014,8.0,3,1,906.0,95.13,1001.13,TeleShop
163194840,268845,10-2-2014,3.0,5,4,1093.0,459.06,4831.06,Flagship store
42749293387,271872,10-2-2014,4.0,1,1,87.0,9.135,96.135,e-Shop
52367686566,271735,10-2-2014,12.0,5,5,312.0,163.8,1723.8,MBR
19030689527,274511,10-2-2014,11.0,6,1,542.0,56.91,598.91,e-Shop
47710448314,269932,10-2-2014,12.0,6,-4,-666.0,279.72,-2943.72,e-Shop
22385705298,269188,10-2-2014,7.0,5,5,554.0,290.85,3060.85,e-Shop
59105495602,268995,10-2-2014,9.0,3,4,479.0,201.18,2117.18,Flagship store
38825384480,267297,10-2-2014,12.0,5,4,725.0,304.5,3204.5,e-Shop
83881310302,268713,10-2-2014,11.0,6,5,452.0,237.3,2497.3,MBR
81261371045,273625,10-2-2014,10.0,3,2,815.0,171.15,1801.15,MBR
88990481317,273646,10-2-2014,5.0,3,1,239.0,25.095,264.095,MBR
85157626424,271384,10-2-2014,3.0,2,2,447.0,93.87,987.87,e-Shop
64586839639,269225,10-2-2014,4.0,2,4,813.0,341.46,3593.46,TeleShop
97048148140,268101,10-2-2014,4.0,3,4,1456.0,611.52,6435.52,Flagship store
80632003085,268801,10-2-2014,10.0,6,4,857.0,359.94,3787.94,e-Shop
80509578375,273454,10-2-2014,8.0,3,3,771.0,242.865,2555.865,e-Shop
45988245637,270375,9-2-2014,10.0,5,3,970.0,305.55,3215.55,e-Shop
27576087298,270419,9-2-2014,11.0,6,-2,,,,MBR
62539388511,271683,9-2-2014,1.0,2,3,77.0,24.255,255.255,e-Shop
40251543872,270018,9-2-2014,4.0,1,1,1149.0,120.645,1269.645,e-Shop
23333535918,267067,9-2-2014,7.0,5,2,306.0,64.26,676.26,e-Shop
33632846691,268606,9-2-2014,3.0,1,-5,-1146.0,601.65,-6331.65,e-Shop
4346259881,269947,9-2-2014,8.0,3,5,857.0,449.925,4734.925,TeleShop
39579115484,267463,9-2-2014,10.0,3,3,815.0,256.725,2701.725,MBR
7038716135,272172,9-2-2014,7.0,5,3,519.0,163.485,1720.485,e-Shop
33587223995,267662,9-2-2014,12.0,5,2,334.0,70.14,738.14,e-Shop
8378457026,273358,9-2-2014,10.0,3,5,494.0,259.35,2729.35,e-Shop
37044229807,269776,9-2-2014,4.0,4,1,613.0,64.365,677.365,e-Shop
67548143862,272515,9-2-2014,1.0,4,-2,-586.0,123.06,-1295.06,MBR
75768838702,269808,9-2-2014,5.0,3,3,1381.0,435.015,4578.015,TeleShop
72558029032,267467,9-2-2014,1.0,4,4,611.0,256.62,2700.62,Flagship store
83012826863,272365,9-2-2014,11.0,5,4,825.0,346.5,3646.5,MBR
78615435064,270111,9-2-2014,4.0,3,2,1069.0,224.49,2362.49,Flagship store
65766709899,266843,9-2-2014,2.0,6,5,934.0,490.35,5160.35,TeleShop
88707635548,267754,9-2-2014,4.0,2,1,257.0,26.985,283.985,e-Shop
86159101262,270240,9-2-2014,12.0,5,3,680.0,214.2,2254.2,e-Shop
56288202501,267656,8-2-2014,10.0,6,-3,-421.0,132.615,-1395.615,e-Shop
1255149551,268364,8-2-2014,12.0,5,1,495.0,51.975,546.975,TeleShop
364208039,271694,8-2-2014,3.0,5,3,935.0,294.525,3099.525,e-Shop
13264686077,273267,8-2-2014,4.0,2,4,1177.0,494.34,5202.34,e-Shop
28977973301,273368,8-2-2014,12.0,6,5,627.0,329.175,3464.175,MBR
60419542443,273598,8-2-2014,12.0,5,2,849.0,178.29,1876.29,e-Shop
38646806488,273353,8-2-2014,11.0,6,2,787.0,165.27,1739.27,e-Shop
6002148986,268402,8-2-2014,10.0,3,3,537.0,169.155,1780.155,Flagship store
14834552371,274650,8-2-2014,12.0,5,1,498.0,52.29,550.29,Flagship store
24352273509,273140,8-2-2014,4.0,4,5,621.0,326.025,3431.025,e-Shop
17363351082,267926,8-2-2014,2.0,6,1,1398.0,146.79,1544.79,MBR
61981174638,272143,8-2-2014,4.0,4,2,615.0,129.15,1359.15,TeleShop
90855483222,274895,8-2-2014,5.0,3,1,372.0,39.06,411.06,Flagship store
68620999310,273660,8-2-2014,4.0,3,4,1202.0,504.84,5312.84,e-Shop
90375459981,269269,8-2-2014,4.0,3,4,232.0,97.44,1025.44,e-Shop
76880074300,275227,8-2-2014,10.0,5,3,298.0,93.87,987.87,MBR
65582112405,267243,8-2-2014,1.0,1,-3,-1259.0,396.585,-4173.585,e-Shop
93495212754,269950,8-2-2014,12.0,5,2,646.0,135.66,1427.66,Flagship store
93868053857,270042,8-2-2014,10.0,3,5,1393.0,731.325,7696.325,e-Shop
33632846691,268606,7-2-2014,3.0,1,-5,-1146.0,601.65,-6331.65,e-Shop
45033226236,274250,7-2-2014,1.0,4,2,1326.0,278.46,2930.46,e-Shop
12161898302,274402,7-2-2014,1.0,2,1,891.0,93.555,984.555,TeleShop
39489465631,275082,7-2-2014,10.0,6,2,403.0,84.63,890.63,MBR
41870403334,273965,7-2-2014,1.0,4,5,510.0,267.75,2817.75,e-Shop
57797450946,272395,7-2-2014,12.0,6,5,80.0,42.0,442.0,Flagship store
59774938687,272137,7-2-2014,12.0,6,1,541.0,56.805,597.805,e-Shop
54468563132,270773,7-2-2014,1.0,2,1,949.0,99.645,1048.645,e-Shop
15209954032,267704,7-2-2014,10.0,6,4,784.0,329.28,3465.28,e-Shop
7699070022,268670,7-2-2014,1.0,2,1,1183.0,124.215,1307.215,e-Shop
54730601969,274917,7-2-2014,1.0,1,5,102.0,53.55,563.55,e-Shop
52050513659,272985,7-2-2014,4.0,2,3,1389.0,437.535,4604.535,e-Shop
34021802745,271577,7-2-2014,3.0,1,4,1247.0,523.74,5511.74,Flagship store
59849740275,270405,7-2-2014,3.0,5,5,260.0,136.5,1436.5,TeleShop
27835361772,273083,7-2-2014,3.0,1,4,1141.0,479.22,5043.22,e-Shop
33904181275,272874,7-2-2014,12.0,5,5,556.0,291.9,3071.9,e-Shop
3030817826,269741,7-2-2014,5.0,3,1,493.0,51.765,544.765,e-Shop
84834490422,271596,7-2-2014,4.0,1,4,447.0,187.74,1975.74,e-Shop
76916560921,268720,7-2-2014,10.0,6,4,348.0,146.16,1538.16,e-Shop
77738613519,275104,7-2-2014,10.0,5,4,1219.0,511.98,5387.98,e-Shop
99564160197,275204,7-2-2014,2.0,6,-5,-868.0,455.7,-4795.7,MBR
90027428071,275056,7-2-2014,4.0,1,2,401.0,84.21,886.21,TeleShop
75588795256,268275,7-2-2014,4.0,2,-5,-1144.0,600.6,-6320.6,e-Shop
70614471898,274772,7-2-2014,3.0,1,5,163.0,85.575,900.575,TeleShop
98359405385,274331,7-2-2014,3.0,5,-4,-1314.0,551.88,-5807.88,MBR
85541056281,273367,7-2-2014,8.0,3,5,303.0,159.075,1674.075,MBR
52563546033,270178,6-2-2014,9.0,3,5,733.0,384.825,4049.825,TeleShop
28640836748,269049,6-2-2014,3.0,1,5,1293.0,678.825,7143.825,Flagship store
21165396469,271101,6-2-2014,11.0,6,4,427.0,179.34,1887.34,TeleShop
61647375755,271935,6-2-2014,3.0,2,2,282.0,59.22,623.22,Flagship store
22635337610,273863,6-2-2014,10.0,5,2,1137.0,238.77,2512.77,TeleShop
61800180485,273363,6-2-2014,3.0,2,3,575.0,181.125,1906.125,TeleShop
28010239247,273871,6-2-2014,2.0,6,4,897.0,376.74,3964.74,MBR
32722184372,269527,6-2-2014,10.0,5,1,688.0,72.24,760.24,e-Shop
10535054637,273221,6-2-2014,6.0,5,4,1145.0,480.9,5060.9,TeleShop
9107602878,266900,6-2-2014,3.0,1,2,666.0,139.86,1471.86,Flagship store
33661068980,273651,6-2-2014,11.0,5,1,707.0,74.235,781.235,e-Shop
8890120338,272794,6-2-2014,10.0,5,1,615.0,64.575,679.575,e-Shop
56624369341,270072,6-2-2014,6.0,5,1,428.0,44.94,472.94,Flagship store
57234040200,272816,6-2-2014,7.0,5,5,1477.0,775.425,8160.425,MBR
91565824523,267833,6-2-2014,12.0,6,2,571.0,119.91,1261.91,e-Shop
78935183480,275010,6-2-2014,3.0,1,2,1262.0,265.02,2789.02,e-Shop
80187350207,269221,6-2-2014,11.0,5,1,497.0,52.185,549.185,e-Shop
71352894214,269787,6-2-2014,3.0,5,1,96.0,10.08,106.08,Flagship store
77645508568,275134,6-2-2014,10.0,5,3,1052.0,331.38,3487.38,Flagship store
81111550420,274369,6-2-2014,10.0,6,5,1335.0,700.875,7375.875,MBR
27576087298,270419,5-2-2014,11.0,6,2,856.0,179.76,1891.76,MBR
51473331806,267794,5-2-2014,1.0,1,3,292.0,91.98,967.98,TeleShop
14735497960,270253,5-2-2014,4.0,1,1,225.0,23.625,248.625,TeleShop
16495297625,270148,5-2-2014,5.0,3,4,998.0,419.16,4411.16,Flagship store
41451156208,272672,5-2-2014,1.0,2,2,269.0,56.49,594.49,Flagship store
28621201753,271310,5-2-2014,10.0,6,4,219.0,91.98,967.98,e-Shop
46654312080,271152,5-2-2014,3.0,5,2,1106.0,232.26,2444.26,e-Shop
34370573493,269370,5-2-2014,9.0,3,2,83.0,17.43,183.43,MBR
33588407342,271494,5-2-2014,3.0,5,4,559.0,234.78,2470.78,e-Shop
46019709226,272852,5-2-2014,11.0,5,1,882.0,92.61,974.61,TeleShop
33632846691,268606,5-2-2014,3.0,1,5,1146.0,601.65,6331.65,e-Shop
95462385777,273023,5-2-2014,11.0,6,-5,-1453.0,762.825,-8027.825,e-Shop
78340008725,273096,5-2-2014,2.0,6,2,598.0,125.58,1321.58,MBR
94902984271,270831,5-2-2014,8.0,3,-5,-1221.0,641.025,-6746.025,Flagship store
67958065319,270714,5-2-2014,12.0,6,2,306.0,64.26,676.26,e-Shop
92456150942,267489,5-2-2014,1.0,1,-4,-587.0,246.54,-2594.54,TeleShop
75588795256,268275,5-2-2014,4.0,2,5,1144.0,600.6,6320.6,e-Shop
21306057166,269711,4-2-2014,6.0,5,1,207.0,21.735,228.735,TeleShop
38796532648,268931,4-2-2014,4.0,3,5,1076.0,564.9,5944.9,Flagship store
51203180395,270481,4-2-2014,2.0,6,1,1044.0,109.62,1153.62,Flagship store
1278547891,270252,4-2-2014,1.0,4,2,1477.0,310.17,3264.17,e-Shop
32815955218,275225,4-2-2014,10.0,3,4,370.0,155.4,1635.4,MBR
6522235782,269285,4-2-2014,3.0,1,3,907.0,285.705,3006.705,e-Shop
56288202501,267656,4-2-2014,10.0,6,3,421.0,132.615,1395.615,e-Shop
47710448314,269932,4-2-2014,12.0,6,4,666.0,279.72,2943.72,e-Shop
61686001091,275196,4-2-2014,1.0,4,5,1156.0,606.9,6386.9,MBR
59263063850,272795,4-2-2014,11.0,6,3,496.0,156.24,1644.24,e-Shop
17471192489,271500,4-2-2014,4.0,4,-4,-526.0,220.92,-2324.92,
95462385777,273023,4-2-2014,11.0,6,5,1453.0,762.825,8027.825,e-Shop
73384846911,273877,4-2-2014,10.0,3,-3,-97.0,30.555,-321.555,Flagship store
96960790073,273836,4-2-2014,4.0,4,2,663.0,139.23,1465.23,MBR
33506637829,271012,3-2-2014,12.0,5,5,799.0,419.475,4414.475,e-Shop
27482838740,268569,3-2-2014,4.0,3,4,844.0,354.48,3730.48,MBR
22828723502,272596,3-2-2014,4.0,1,4,240.0,100.8,1060.8,e-Shop
19238160624,268057,3-2-2014,4.0,2,2,667.0,140.07,1474.07,MBR
44279555583,270455,3-2-2014,4.0,1,3,1190.0,374.85,3944.85,MBR
26657504316,271288,3-2-2014,7.0,5,1,1051.0,110.355,1161.355,Flagship store
38807835117,269786,3-2-2014,7.0,5,-5,-245.0,128.625,-1353.625,Flagship store
36980780606,269537,3-2-2014,5.0,3,4,859.0,360.78,3796.78,e-Shop
49910782959,275088,3-2-2014,10.0,6,5,1158.0,607.95,6397.95,MBR
49866131360,268571,3-2-2014,10.0,6,3,1195.0,376.425,3961.425,e-Shop
6194846096,270044,3-2-2014,8.0,3,5,309.0,162.225,1707.225,Flagship store
40128462174,273020,3-2-2014,1.0,2,2,1362.0,286.02,3010.02,e-Shop
46405253470,271583,3-2-2014,6.0,5,3,509.0,160.335,1687.335,e-Shop
